source_dataset,process,stickout,source_run,rpm,doc,window,sample_id,label,original_image_split,npz_path,image_path,split
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0010,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0010.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0010_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0011,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0011.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0011_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0012,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0012.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0012_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0013,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0013.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0013_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0014,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0014.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0014_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,15,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0015,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0015.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0015_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,16,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0016,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0016.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0016_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0017,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0017.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0017_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,18,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0018,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0018.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0018_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,19,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0019,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0019.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0019_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,20,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0020,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0020.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0020_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,21,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0021,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0021.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0021_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0022,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0022.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0022_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p035,320.0,0p035,23,2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0023,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p035/F_08-Jun-2017_rpm320_doc0p035_window_0023.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p035_window_0023_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,0,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0000,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0000.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0000_no_chatter.png,test
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,1,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0001,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0001.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0001_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,2,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0002,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0002.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0002_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003_no_chatter.png,test
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,4,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0004,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0004.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0004_no_chatter.png,test
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,5,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0005,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0005.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0005_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,6,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0006,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0006.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0006_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,7,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0007,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0007.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0007_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0008,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0008.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0008_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0009,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0009.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0009_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0010,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0010.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0010_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0011,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0011.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0011_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0012,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0012.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0012_no_chatter.png,test
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0013,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0013.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0013_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0014,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0014.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0014_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,15,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0015,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0015.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0015_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,16,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0016,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0016.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0016_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0017,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0017.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0017_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,18,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0018,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0018.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0018_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,19,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0019,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0019.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0019_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,20,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0020,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0020.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0020_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,21,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0021,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0021.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0021_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0022,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0022.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0022_no_chatter.png,test
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,23,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0023,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0023.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0023_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,0,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0000,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0000.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0000_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,1,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0001,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0001.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0001_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,2,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0002,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0002.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0002_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0003,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0003.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0003_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,4,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0004,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0004.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0004_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,5,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0005,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0005.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0005_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,6,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0006,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0006.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0006_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,7,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0007,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0007.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0007_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0008,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0008.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0008_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0009,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0009.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0009_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0010,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0010.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0010_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0011,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0011.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0011_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0012,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0012.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0012_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0013,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0013.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0013_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0014,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0014.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0014_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,15,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0015,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0015.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0015_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,16,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0016,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0016.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0016_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0017,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0017.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0017_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p045,320.0,0p045,18,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0018,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p045/F_08-Jun-2017_rpm320_doc0p045_window_0018.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0018_no_chatter.png,train
